,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Ohio State,45.5,47.3,27.0,48.9,40.8,41.0
1,2,Wake Forest,43.1,37.7,41.0,40.8,45.0,32.3
2,3,Alabama,42.2,41.7,24.0,46.3,37.2,48.5
3,4,W Kentucky,41.8,49.0,53.0,44.4,39.7,19.5
4,5,Pittsburgh,39.7,36.3,31.0,38.5,41.2,26.4
5,6,Coastal Car,39.4,34.0,27.0,45.2,32.4,36.6
6,6,Cincinnati,39.4,42.7,35.0,46.6,33.3,35.6
7,8,Georgia,39.3,43.0,45.0,41.2,37.7,32.3
8,9,Houston,38.2,37.7,45.0,33.5,40.9,30.0
9,10,Michigan,37.3,40.7,42.0,37.9,36.6,28.3
10,11,Tennessee,37.3,40.7,45.0,37.9,36.3,21.5
11,12,S Methodist,36.8,33.3,31.0,43.4,31.3,37.3
12,13,N Carolina,36.6,37.0,30.0,47.3,23.8,41.0
13,14,UCLA,36.5,49.3,42.0,37.0,35.8,35.4
14,15,Nevada,35.5,37.3,52.0,41.2,30.8,30.8
15,16,TX-San Ant,35.4,28.0,23.0,31.4,38.7,28.6
16,17,Notre Dame,35.3,42.7,45.0,33.7,37.4,33.4
17,17,Texas,35.3,33.7,22.0,44.7,25.8,42.7
18,19,App State,35.0,34.3,27.0,35.6,34.5,32.2
19,19,Oklahoma,35.0,25.0,33.0,35.2,34.8,42.5
20,21,Utah,34.8,34.7,28.0,33.8,35.7,30.2
21,22,Iowa State,34.4,35.7,48.0,35.6,33.3,32.9
22,23,Mississippi,34.3,30.3,31.0,38.5,29.2,39.2
23,24,Virginia,33.8,21.7,24.0,30.3,38.0,28.0
24,24,Kentucky,33.8,47.3,52.0,40.0,26.4,21.8
25,26,Marshall,33.1,28.0,21.0,26.2,38.8,25.1
26,27,Toledo,32.8,44.3,49.0,31.6,33.8,35.0
27,28,Army,32.7,28.3,31.0,40.4,25.0,22.6
28,29,Oklahoma St,32.6,41.0,37.0,39.7,24.2,30.2
29,30,Louisville,32.1,41.3,21.0,31.5,32.8,29.5
30,31,NC State,32.0,39.0,34.0,34.8,28.6,30.3
31,32,Central Mich,31.9,40.7,31.0,36.0,28.5,31.3
32,32,Oregon St,31.9,29.3,29.0,34.6,29.7,28.9
33,34,Oregon,31.8,27.7,38.0,37.3,25.2,31.3
34,35,LA Lafayette,31.6,32.7,21.0,35.4,28.5,33.6
35,36,BYU,31.2,45.0,35.0,34.2,28.7,41.5
36,37,W Michigan,31.1,36.0,42.0,36.4,26.7,41.7
37,38,Kent State,31.0,38.7,48.0,43.8,23.7,49.8
38,38,Michigan St,31.0,25.7,30.0,35.6,27.2,18.0
39,40,Miami (FL),30.9,37.7,47.0,28.7,33.6,34.0
40,40,Fresno St,30.9,29.3,40.0,33.0,29.2,32.8
41,42,Utah State,30.7,33.3,35.0,23.4,36.8,15.5
42,43,Air Force,30.6,41.3,48.0,32.4,29.2,24.3
43,43,E Michigan,30.6,19.3,10.0,30.2,31.0,33.2
44,45,Baylor,30.5,24.7,27.0,33.2,27.2,23.3
45,46,Arkansas,30.3,28.3,34.0,35.2,24.4,25.7
46,46,Liberty,30.3,14.7,16.0,35.6,25.8,37.1
47,48,Texas Tech,30.2,21.7,24.0,30.0,30.3,28.4
48,49,USC,30.0,26.7,31.0,30.9,28.5,33.3
49,50,N Illinois,29.8,28.0,21.0,31.0,28.8,24.8
50,51,E Carolina,29.5,27.0,13.0,31.2,28.2,30.2
51,52,Central FL,29.4,31.3,17.0,26.7,32.6,42.2
52,53,UAB,29.3,31.3,42.0,32.2,26.8,26.4
53,54,Boise State,29.2,25.3,16.0,30.3,28.0,33.9
54,55,Memphis,29.0,25.0,33.0,30.7,27.0,28.5
55,56,Miss State,28.7,30.7,21.0,24.2,34.2,21.4
56,57,Arizona St,28.6,27.7,38.0,31.7,25.0,40.3
57,58,Florida St,28.5,26.0,21.0,33.0,23.2,23.9
58,59,Florida,28.4,21.3,24.0,33.6,24.0,39.8
59,60,Middle Tenn,27.9,31.3,27.0,34.0,24.4,22.9
60,60,Miami (OH),27.9,42.0,47.0,35.3,23.7,28.7
61,62,Purdue,27.5,35.7,44.0,25.5,29.5,27.2
62,63,Texas A&M,27.3,21.0,24.0,33.7,19.6,32.6
63,64,TX Christian,27.2,20.7,14.0,28.8,25.2,30.8
64,64,North Texas,27.2,38.0,45.0,23.6,30.2,31.9
65,66,Hawaii,27.1,33.7,38.0,29.6,25.3,26.2
66,67,Missouri,27.0,24.0,17.0,29.2,24.4,26.7
67,67,Wash State,27.0,36.0,40.0,27.5,26.4,27.0
68,69,Tulsa,26.9,32.7,34.0,29.4,24.8,27.1
69,70,Old Dominion,26.8,36.7,56.0,32.6,22.0,--
