,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Ohio State,562.7,587.0,598.0,585.0,518.0,519.4
1,2,Coastal Car,541.0,600.3,685.0,525.3,564.5,448.4
2,3,Mississippi,537.6,470.7,510.0,659.0,456.7,555.9
3,4,W Kentucky,536.6,582.7,518.0,564.0,518.3,294.5
4,5,Virginia,522.5,499.7,528.0,530.0,515.0,412.8
5,6,S Methodist,515.4,487.3,404.0,499.5,526.0,501.4
6,7,Florida,501.9,449.7,488.0,494.3,512.0,509.8
7,8,Pittsburgh,495.0,493.7,411.0,543.5,462.7,372.0
8,9,Alabama,492.3,505.3,543.0,528.5,474.3,541.8
9,10,Tennessee,481.7,540.7,467.0,446.0,553.0,346.2
10,11,Duke,481.3,376.0,325.0,556.3,406.3,379.7
11,12,Marshall,478.0,453.3,477.0,518.5,457.8,365.1
12,13,N Carolina,471.3,423.3,382.0,515.2,361.5,537.0
13,14,Texas Tech,470.7,448.0,440.0,571.0,420.5,408.6
14,15,Memphis,470.3,496.3,415.0,356.0,584.7,441.8
15,16,TX Christian,465.8,459.3,529.0,434.0,513.5,412.4
16,17,Arkansas,460.4,432.7,460.0,484.3,428.7,391.5
17,18,Iowa State,458.6,487.0,418.0,451.5,463.3,436.3
18,19,Tulsa,458.5,413.3,535.0,456.0,461.0,414.1
19,20,Utah State,457.6,406.3,440.0,389.5,503.0,275.8
20,21,Texas,456.9,416.0,317.0,502.8,395.7,475.4
21,22,Nebraska,456.7,488.3,377.0,534.7,398.3,391.5
22,23,Oklahoma,456.0,526.3,525.0,420.5,527.0,483.4
23,24,Louisville,455.2,473.3,503.0,502.0,424.0,444.2
24,25,Cincinnati,454.8,468.0,476.0,520.0,357.0,442.8
25,26,Fresno St,451.3,408.3,259.0,501.0,426.5,479.3
26,27,TX-San Ant,449.5,449.7,403.0,412.3,486.7,407.8
27,28,USC,448.2,472.7,493.0,437.0,470.5,416.7
28,29,Wake Forest,447.2,466.7,426.0,445.7,449.5,428.3
29,30,Oregon St,442.6,430.7,467.0,424.0,455.0,408.9
30,31,W Michigan,442.5,493.7,648.0,457.0,428.0,479.7
31,32,Michigan,440.5,366.3,459.0,454.8,412.0,381.3
32,33,Arizona St,437.0,430.7,385.0,448.0,426.0,458.5
