,Rank,Team,2017,Last 3,Last 1,Home,Away,2016,Season,Week
0,1,Alabama,237.8,214.3,108.0,253.2,212.0,267.4,2017,9
1,2,Washington,251.0,187.3,285.0,203.0,275.0,327.2,2017,9
2,3,Georgia,253.2,230.0,312.0,292.0,214.3,335.1,2017,9
3,4,Michigan St,261.6,281.0,253.0,248.2,295.0,377.5,2017,9
4,5,Michigan,264.1,345.3,506.0,228.0,291.3,261.8,2017,9
5,6,Wisconsin,265.4,290.0,268.0,257.0,286.5,301.4,2017,9
6,7,Penn State,282.9,295.3,269.0,288.4,269.0,367.9,2017,9
7,8,Clemson,289.4,372.7,440.0,202.8,405.0,326.4,2017,9
8,9,Wash State,293.3,272.0,174.0,282.2,321.0,389.6,2017,9
9,10,Ohio State,305.3,222.7,393.0,274.5,346.3,300.2,2017,9
10,11,Auburn,310.9,375.3,334.0,286.0,329.5,381.3,2017,9
11,12,N Illinois,311.2,293.7,367.0,235.0,349.3,452.0,2017,9
12,13,VA Tech,311.7,282.7,172.0,217.7,405.7,354.6,2017,9
13,14,Boise State,312.9,267.7,242.0,293.5,338.7,389.2,2017,9
14,15,Marshall,314.9,227.3,273.0,295.0,329.8,477.3,2017,9
15,16,Minnesota,317.0,362.0,282.0,311.0,332.0,348.2,2017,9
16,17,San Diego St,321.0,323.0,375.0,342.3,292.7,328.8,2017,9
17,18,S Florida,321.3,367.3,415.0,237.3,405.3,498.1,2017,9
18,19,Miss State,322.7,315.7,260.0,235.3,410.0,445.3,2017,9
19,20,TX Christian,329.0,248.3,21.0,330.7,327.3,424.1,2017,9
20,21,LSU,330.3,334.3,347.0,367.0,302.8,309.5,2017,9
21,22,TX-San Ant,334.2,399.7,300.0,379.0,304.3,400.8,2017,9
22,23,Fresno St,335.5,260.7,255.0,318.0,344.3,437.1,2017,9
23,24,GA Tech,338.8,363.3,362.0,281.3,425.0,408.4,2017,9
24,25,Central FL,347.5,385.7,419.0,359.3,335.7,382.6,2017,9
25,26,Troy,348.2,319.7,307.0,295.5,374.5,375.9,2017,9
26,27,Iowa State,349.2,318.3,336.0,305.0,393.3,460.7,2017,9
27,27,S Mississippi,349.2,323.7,355.0,313.7,384.7,348.5,2017,9
28,29,Florida St,350.3,367.0,449.0,383.7,317.0,353.7,2017,9
29,30,E Michigan,351.6,418.0,422.0,358.3,346.5,452.0,2017,9
30,31,Florida,354.8,304.7,263.0,339.0,386.5,293.0,2017,9
31,32,Middle Tenn,357.0,370.0,370.0,333.0,381.0,474.8,2017,9
32,33,W Kentucky,357.7,348.0,448.0,370.3,345.0,388.3,2017,9
33,34,Oklahoma St,359.7,351.3,283.0,428.3,308.3,466.6,2017,9
34,35,Virginia,359.8,341.3,512.0,379.8,320.0,439.5,2017,9
35,36,Notre Dame,361.4,326.0,336.0,342.3,387.0,378.8,2017,9
36,37,Duke,365.4,406.7,485.0,374.2,343.5,442.2,2017,9
37,38,Northwestern,367.1,344.3,312.0,346.5,394.7,407.1,2017,9
38,39,Utah,367.5,420.3,345.0,330.7,404.3,401.8,2017,9
39,40,Oregon,368.1,427.0,408.0,331.0,396.0,530.5,2017,9
40,41,Miami (OH),368.6,368.0,271.0,379.0,360.8,356.5,2017,9
41,42,Purdue,371.7,347.7,217.0,386.7,360.5,450.3,2017,9
42,43,Wyoming,373.2,322.7,343.0,423.3,323.0,467.8,2017,9
43,44,S Carolina,374.3,326.3,253.0,348.0,394.0,416.0,2017,9
44,44,Oklahoma,374.3,429.7,412.0,302.3,428.3,432.0,2017,9
45,46,Miami (FL),376.2,362.0,399.0,375.3,377.5,359.3,2017,9
46,47,Indiana,376.3,324.3,274.0,433.3,319.3,380.1,2017,9
47,48,Wake Forest,380.7,406.0,495.0,268.5,436.8,393.6,2017,9
48,49,Iowa,382.9,361.7,339.0,390.8,372.3,350.2,2017,9
49,50,NC State,386.5,413.3,326.0,455.0,318.0,368.9,2017,9
50,51,Central Mich,387.0,319.0,208.0,396.5,383.2,414.1,2017,9
51,52,Texas A&M,387.5,335.0,371.0,314.3,460.7,461.5,2017,9
52,53,Texas,388.1,446.7,428.0,368.8,414.0,448.8,2017,9
53,54,N Mex State,388.4,394.7,265.0,352.5,402.8,497.3,2017,9
54,55,Army,390.3,405.3,506.0,361.0,429.3,312.9,2017,9
55,56,Ball State,390.5,417.3,455.0,479.5,346.0,486.7,2017,9
56,57,U Mass,391.4,361.0,291.0,408.3,369.0,461.3,2017,9
57,58,Kansas St,395.5,520.0,619.0,389.3,408.0,416.4,2017,9
58,59,Arizona,395.8,477.7,473.0,377.7,414.0,470.0,2017,9
59,59,App State,395.8,426.0,434.0,436.7,355.0,329.3,2017,9
60,61,Syracuse,396.6,385.0,480.0,355.0,452.0,534.2,2017,9
61,62,Temple,397.7,308.0,389.0,364.7,422.5,294.2,2017,9
62,63,New Mexico,398.0,444.3,411.0,437.3,358.7,400.8,2017,9
63,64,Nebraska,398.7,432.7,633.0,405.2,382.5,363.8,2017,9
64,65,UAB,398.8,377.7,376.0,361.3,436.3,--,2017,9
65,66,USC,399.4,417.3,497.0,364.0,458.3,367.2,2017,9
66,67,Ohio,402.0,301.7,166.0,311.7,469.8,361.3,2017,9
67,68,Florida Intl,402.6,389.7,239.0,371.5,423.3,434.8,2017,9
68,69,Toledo,404.0,301.0,333.0,402.3,405.7,410.6,2017,9
69,70,Kentucky,406.3,440.3,441.0,425.0,387.7,449.6,2017,9
70,71,Coastal Car,408.7,464.3,549.0,402.5,411.8,--,2017,9
71,72,Illinois,409.4,385.3,339.0,351.5,486.7,426.9,2017,9
72,73,Navy,410.3,500.3,483.0,451.3,355.7,431.7,2017,9
73,74,Georgia State,410.6,418.0,457.0,457.0,399.0,386.2,2017,9
74,75,Utah State,412.3,420.7,460.0,399.3,422.0,392.1,2017,9
75,76,LA Tech,412.5,396.7,491.0,427.7,397.3,430.8,2017,9
76,77,Idaho,413.0,410.3,658.0,374.3,451.7,439.8,2017,9
77,78,California,413.7,408.3,511.0,405.0,425.3,518.3,2017,9
78,79,Arizona St,416.1,332.0,265.0,383.0,460.3,530.5,2017,9
79,80,Stanford,416.9,366.7,309.0,437.7,401.3,369.4,2017,9
80,81,Houston,417.0,487.0,501.0,452.0,370.3,340.2,2017,9
81,82,BYU,421.0,419.7,413.0,407.0,431.5,383.3,2017,9
82,82,Boston Col,421.0,434.3,247.0,411.8,430.3,331.5,2017,9
83,84,Rutgers,424.0,498.7,474.0,461.0,350.0,469.1,2017,9
84,85,W Michigan,424.6,452.3,459.0,284.0,530.0,356.6,2017,9
85,86,Louisville,426.6,492.7,403.0,439.3,417.0,322.2,2017,9
86,87,Rice,427.7,451.3,448.0,349.0,459.2,509.2,2017,9
87,88,Texas State,429.0,429.7,367.0,480.3,377.7,475.8,2017,9
88,89,Colorado St,432.9,409.3,452.0,510.0,402.0,420.4,2017,9
89,90,Buffalo,434.0,478.3,349.0,499.3,385.0,452.6,2017,9
90,91,Cincinnati,435.0,450.7,435.0,438.7,432.3,432.1,2017,9
91,92,Kent State,435.7,358.3,474.0,356.0,467.6,403.2,2017,9
92,93,Tennessee,436.8,435.0,604.0,327.3,546.3,468.0,2017,9
93,94,Air Force,437.8,464.0,424.0,389.0,462.3,366.5,2017,9
94,95,Pittsburgh,441.9,435.0,359.0,479.3,413.8,476.2,2017,9
95,96,Charlotte,443.6,458.3,344.0,372.3,497.0,456.4,2017,9
96,97,Colorado,443.7,515.0,406.0,422.3,459.8,361.8,2017,9
97,98,Texas Tech,447.0,388.0,400.0,497.0,397.0,571.1,2017,9
98,99,Tulane,447.2,451.7,505.0,429.3,465.0,368.4,2017,9
99,100,Arkansas St,449.8,402.0,270.0,356.5,512.0,361.3,2017,9
100,101,Arkansas,450.0,494.3,629.0,448.3,451.7,437.0,2017,9
101,102,N Carolina,451.1,425.0,383.0,490.8,385.0,403.5,2017,9
102,103,S Alabama,453.5,422.0,488.0,470.7,436.3,415.2,2017,9
103,104,TX El Paso,460.0,379.3,423.0,407.3,499.5,436.8,2017,9
104,105,Old Dominion,460.3,445.7,416.0,492.3,428.3,390.3,2017,9
105,106,Maryland,460.8,518.3,440.0,479.5,451.5,440.3,2017,9
106,107,Missouri,463.0,486.7,278.0,399.0,591.0,511.0,2017,9
107,108,Vanderbilt,468.8,539.7,603.0,501.0,436.7,408.0,2017,9
108,109,Fla Atlantic,472.2,428.3,420.0,466.7,477.7,512.4,2017,9
109,109,Oregon St,472.2,468.7,385.0,435.0,509.3,435.2,2017,9
110,111,S Methodist,473.3,433.7,438.0,440.0,506.7,468.7,2017,9
111,112,Hawaii,477.8,560.0,504.0,557.0,438.3,464.9,2017,9
112,113,Akron,482.3,476.0,626.0,442.0,498.4,473.5,2017,9
113,114,LA Lafayette,486.2,392.3,573.0,459.0,499.8,380.8,2017,9
114,115,W Virginia,486.5,472.0,497.0,491.5,484.0,427.7,2017,9
115,116,North Texas,488.5,536.0,804.0,392.0,536.8,457.7,2017,9
116,117,Mississippi,492.8,523.7,593.0,461.3,524.3,475.5,2017,9
117,118,UCLA,494.0,453.0,320.0,435.0,572.7,382.0,2017,9
118,119,Baylor,503.0,528.0,493.0,497.7,508.3,460.3,2017,9
119,120,LA Monroe,503.1,535.0,549.0,548.3,469.3,490.0,2017,9
120,121,Memphis,504.3,455.0,554.0,464.0,544.7,471.4,2017,9
121,122,UNLV,507.5,511.7,588.0,508.0,507.0,446.3,2017,9
122,123,GA Southern,509.0,514.0,670.0,436.0,557.7,426.1,2017,9
123,124,Kansas,511.8,465.3,475.0,609.3,414.3,477.9,2017,9
124,125,San Jose St,515.4,449.0,451.0,495.0,530.8,433.2,2017,9
125,126,Nevada,525.1,559.3,593.0,498.7,545.0,457.2,2017,9
126,127,Bowling Grn,527.4,551.7,577.0,466.0,573.5,471.7,2017,9
127,128,Tulsa,546.3,499.3,441.0,489.3,603.3,431.3,2017,9
128,129,Connecticut,559.5,545.7,453.0,586.7,532.3,420.2,2017,9
129,130,E Carolina,572.7,514.7,421.0,548.5,605.0,464.8,2017,9
